Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,0.09005056,-0.023389846,0.03467272,0.18008345,0.10583904,0.055908293,0.0056018946,-0.25831065,-0.08670752,-0.22898374,0.28379458,-0.04161031,0.029818598,0.238243,0.071669854,0.22382939,0.25905746,0.2031594,0.19359642,-0.111146644,0.180162,-0.0029287296,0.25104585,0.06822228,-0.03868958,0.18992992,-0.28151423,0.001033893,0.27790457,-0.027150858,-0.053387087,0.20015655,0.07633141,0.15789145,-0.15107395,-0.15785857,0.088786714,-0.0040857764,0.015622206,-0.006787095,-0.01218673,0.062572226,-0.059796944,0.03449786,-0.04799832,-0.16681308,-0.042641643,-0.029627822,0.16792479,0.1054532,-0.16002458,0.019889118,0.18141517,0.115375,0.03753976,-0.0682126,-0.031906936,-0.099934205,-0.028923428,0.13201478,0.07839619,0.18585135,0.2538141,-0.051987417,38.13407,0.08977065,1040.0,0.0,0.06244458,0.007062895,2.989939,0.99893385
1,0.14258407,-0.28461745,-0.053401515,-0.018012216,0.19374296,0.01681424,0.06787097,0.0007824864,-0.19144155,-0.3147873,0.2250044,-0.050061215,0.026862219,0.40099588,0.027747247,0.29453504,0.23809977,0.13876544,0.17797205,0.028879762,0.07580335,-0.06634476,0.18372856,-0.14233911,0.026993953,0.023614606,-0.366599,0.08472459,0.10796364,-0.16153112,0.13907269,0.08984461,0.27783427,0.3144608,-0.10948355,-0.2462451,0.1088198,-0.008315808,-0.09372663,-0.086317025,-0.102312714,0.036026124,-0.016163105,-0.21642023,-0.014278519,-0.10950702,-0.08477703,-0.07495716,0.151013,-0.018959759,0.02945115,0.0833803,0.17217915,0.071129106,0.14877106,-0.03783013,0.08512168,0.101445645,-0.08984288,-0.0075712143,0.043362465,0.011150276,0.29296678,-0.084923096,11.823049,0.028759489,1040.0,0.0,0.021853924,0.002610516,2.988869,0.9989596
2,0.12300683,-0.22542436,-0.006775809,0.11881991,0.48439723,0.11609087,0.13560231,0.15140289,-0.24870151,-0.2599988,0.19015366,-0.02555475,0.36962703,0.22498573,0.15776572,0.55597407,-0.019251283,-0.13560784,0.26221135,-0.062297247,0.122603856,0.17239977,0.39081076,0.1519524,-0.1267256,-0.24508551,0.06458274,-0.23812392,-0.1473677,-0.08311941,-0.025438871,0.038983688,0.08564311,0.04436959,-0.12916227,-0.19635719,0.24731402,-0.0007298658,-0.08579743,0.021069668,-0.042384855,-0.00207557,0.28704005,-0.18612231,-0.15448333,-0.19564931,0.09052459,-0.21973464,0.1746186,0.38211477,-0.07852227,-0.14802903,0.09060977,-0.30057082,0.0666486,0.07202679,0.15203214,0.04829862,-0.18954556,0.066424645,0.17803395,0.0060687875,0.053259302,-0.026320122,92.13559,0.7731371,1040.0,0.0,0.332622,0.17864487,2.8565369,0.9987573
3,0.06436585,-0.2584737,0.21585327,-0.09337401,0.37122244,0.046998776,0.07322508,0.110406965,-0.26838252,-0.26060706,0.1694008,-0.17802759,0.20819597,0.11555723,0.1196086,0.4868123,0.08717934,-0.022305092,0.23391087,-0.14443538,0.050294776,0.0646117,0.36134008,-0.0615411,-0.16721025,-0.08417701,0.14781061,-0.3850918,-0.2338739,-0.09002786,-0.020813098,0.06305293,0.08904964,0.06650948,0.011298008,-0.15175669,0.22453445,0.011943163,-0.1031847,0.116957515,0.02031703,-0.024068348,0.18468766,-0.13721254,-0.17879356,-0.1027762,-0.07996468,-0.29377183,0.08137053,0.46562985,0.18624365,-0.12637073,0.21897763,-0.23933473,-0.02467342,0.099950485,0.26794678,0.06612264,-0.011911155,0.09191608,0.15759592,0.07808442,0.19731332,0.021079915,93.853065,0.7072237,1040.0,0.0,0.2898459,0.1564854,2.8701766,0.99882436
4,0.16197835,-0.108292244,0.033194486,-0.0024312106,0.2792588,0.036121763,0.08184176,0.10811732,-0.19366162,-0.29989365,0.22197708,-0.13296524,0.24357392,0.20816863,0.18295743,0.6330157,0.06354704,-0.12284167,0.3158533,0.031011306,0.09624241,0.17771144,0.29897845,0.0704238,0.058687944,-0.19138066,-0.01913949,-0.17261416,-0.12311079,-0.023703815,0.0016704135,-0.013034796,0.13729168,0.076773584,-0.075752586,-0.13963388,0.19915457,0.017651945,-0.092315406,0.13238832,-0.021746121,0.05694435,0.24099779,-0.21413706,-0.2079,-0.21984114,0.17363651,0.071625404,0.15839481,0.3747028,0.0019656664,-0.232554,0.20195541,-0.2112757,0.19765855,0.0675676,0.29461548,0.057437554,-0.107348435,0.12368594,0.17702527,0.1730415,0.080363296,-0.03733828,95.73964,0.6238503,1040.0,0.0,0.30621684,0.14597815,2.8868153,0.998818
5,0.14499149,-0.22429273,0.06997926,-0.06657541,0.37657523,0.11233028,0.053008284,0.22994496,-0.14308004,-0.34653267,0.31538808,0.0951664,0.24240254,0.21011172,0.16617651,0.6155486,-0.025935588,-0.0999202,0.3775874,-0.056676075,-0.02014018,0.16631731,0.3916469,0.24219593,0.07218458,-0.16214412,0.102935374,-0.38519022,-0.05200637,0.0019752032,0.00044420204,0.04151378,0.09870366,0.12583104,-0.1828305,-0.12650198,0.06282959,0.03580573,-0.026505528,0.1620958,-0.046912014,-0.07458059,0.32187435,-0.101133205,-0.10109156,-0.16121905,0.08062655,-0.10855128,0.33663157,0.5286117,-0.123765536,-0.040009383,0.13345344,-0.31912294,0.34876126,0.1722536,0.28965127,0.13089441,-0.053167198,0.10615397,0.2187679,-0.034583397,0.15230261,0.008983221,83.29234,0.5530943,1040.0,0.0,0.31069657,0.14144425,2.8909876,0.9985897
6,0.018397674,-0.21993001,-0.082905576,0.05199139,0.25697184,0.29581648,0.014943798,0.27087957,-0.2125603,-0.2704438,0.20809811,-0.058441117,0.35491568,0.13805377,0.17530127,0.5278131,0.13388683,-0.12073842,0.1717011,-0.06297296,0.015586289,0.15406325,0.35698062,0.20594935,-0.02749409,-0.21038486,0.016046068,-0.3915179,-0.050709896,-0.12948267,-0.044285115,0.11075575,0.09135745,0.14634305,-0.29253286,-0.098157324,0.30582178,0.047504976,0.084250905,-0.018729439,0.042335507,0.14490166,0.1837927,-0.074433476,0.013409515,-0.1762084,0.21761236,-0.10924855,0.23188992,0.4739796,0.07009364,-0.12581784,0.32132334,-0.16454835,0.24386951,0.067525744,0.25557417,0.053906523,-0.12821534,0.14267886,0.0645191,-0.0064709713,0.04104007,0.111946516,80.894485,0.7072237,1040.0,0.0,0.27656725,0.15375136,2.8608928,0.9986733
7,0.036649525,-0.30537614,0.06818772,-0.052320275,0.31440365,0.071763314,-0.06708313,0.24193501,-0.17213322,-0.21017264,0.20961355,-0.026809266,0.123193264,0.18863268,0.22015981,0.5432599,0.091153726,-0.017283749,0.18236783,0.15502357,-0.032979347,0.15376842,0.35131025,0.08734838,-0.032508947,-0.19525026,-0.02626814,-0.21925907,-0.060627155,0.056568574,-0.0541434,0.028281592,0.1348784,0.19583187,-0.095271684,-0.1507246,0.08736382,-0.021963835,-0.052116595,0.13436337,0.006928361,-0.07137548,0.28193894,-0.02683081,-0.1467367,-0.1361711,0.09126521,-0.085674,0.22058082,0.6028843,0.030527966,-0.121053234,0.2945978,-0.3228461,0.18786225,0.2727843,0.25567612,0.098250575,-0.07670785,0.124138206,0.21991192,-0.086479925,0.18409571,-0.07961448,81.66753,0.52955836,1040.0,0.0,0.2646722,0.115986064,2.9025652,0.99874395
8,0.11384145,-0.30483258,0.1431884,0.0037535934,0.2477151,0.070264466,0.037522368,0.09244483,-0.24987942,-0.065171756,0.20992947,-0.13735217,0.17128377,0.107411474,0.23568083,0.5023817,0.04554674,-0.11242531,0.30201337,-0.011291482,0.16801366,0.1986434,0.37191585,0.14174737,0.0895767,-0.18067403,-0.018831288,-0.2668817,-0.21392696,0.06668641,-0.021132223,-0.023508536,0.092579946,0.1276324,-0.1426667,-0.15932454,0.22431305,-0.06574664,-0.12727189,0.035782866,0.06035776,0.037144348,0.2578111,0.019473001,-0.16258195,-0.05377869,-0.08048575,-0.16542588,0.21859558,0.48389608,0.04351885,-0.08095912,0.0669664,-0.28326592,0.15993105,0.09658024,0.24633802,0.075758986,-0.09826575,0.19180001,0.13375804,0.056938984,0.12396534,0.035952266,86.003174,0.60992724,1040.0,0.0,0.2650024,0.12691423,2.8946452,0.9987822
9,-0.10278297,-0.10807498,0.04926254,0.08270178,0.0613085,-0.11965303,0.10207353,-0.08064386,0.035201404,-0.13942829,0.23463857,-0.011943873,-0.030518793,0.17656556,0.12598448,0.25801733,0.14599761,0.12625958,0.16251066,0.066184714,0.011229474,-0.043777417,0.090795964,-0.055694323,0.014856237,0.08759603,-0.24321355,-0.059075814,0.13662699,-0.07435946,-0.042648446,0.074097976,-0.034826256,0.14836745,-0.11733152,-0.08675716,0.072491325,-0.036235232,-0.0063171373,0.06342306,-0.063009635,0.15970366,0.0029776872,-0.013672079,-0.107977636,-0.10049629,-0.088986754,-0.14450334,0.10109424,0.07762607,0.013340515,0.079689115,0.069041505,0.015109702,-0.019853087,-0.10928132,-0.014622287,-0.06594499,-0.03809032,0.07557014,-0.05242103,-0.116755605,0.18965828,0.04245331,88.55275,0.13415658,1040.0,0.0,0.12720557,0.0034755052,2.9953637,0.9988938
